userName,content,score,at
Pengguna Google,"Aplikasi Tai. gw pikir gratis kayak gak taunya suruh bayar dulu baru bisa connect, bangsat.",1,2019-05-27 00:16:17
Irma Assagaf,Bagus banget aplikasi nya dulunya lag jaringannya tapi dengan aplikasi ini aku bisa browsing tanpa lag lagi,5,2020-05-19 16:19:17
Ahmad Ridha,Nord nya tolong di perbaiki maslah nya gua pas mau masuk tadi katanya pake email dan pasword gua masuk kan pasword akun gua katanya gak bisa gimana sih di perbaiki lagi gak jadi download gua,1,2021-05-31 15:12:31
Mass Int,Selalu minta log in dan saya tidak bisa menggunakan server vpn karena selalu minta subscribe dan login,1,2020-09-01 20:29:30
Gamma Achmad Gtx gforce3467,"Aplikasinya bagus sih,cuman mau connect nya susah,tolong diperbaiki lagi",5,2020-11-30 15:05:58
Pengguna Google,Aplikasinya tak bisa dipakai. padahal udah ambil trial 7 hari tapi tak jelas tak bisa digunakan nih aplikasi...,1,2019-05-14 13:01:18
Imam Sinambang,"Ga rekomen, mending download vpn lain yang gratis. Selalu try again, gabisa connect. Sia sia subscribe app ini",1,2022-05-10 09:55:47
Pengguna Google,"Aplikasi server apaan ini nih, semua nya bayar, tidak ada yang free nya, tidak seperti aplikasi server yang lain,.mending gak usah lah unduh nih aplikasi, Mending di hapus saja kalo sudah di download...",1,2020-01-09 22:37:59
Jackie Hadi,"Paling konyol, mau pake aja harus login email.. The fak gimana konsepnya sih pake vpn tapi nyimpen data kita.. Gajelas",1,2022-12-01 00:21:51
Pengguna Google,"100% Work fast connected & ada free trial 7hari, Gak masalah berbayarnya!! Sayang Gak berani saya pake karena ada akun ojek online dimari, takut terindikasi kecurangan. Good job",5,2019-05-10 03:43:42
Vanz,Vip atau tidak sama saja saat main game pakai vpn disconnect terus dan saat tidak pakek lebih bagus,1,2022-05-21 07:33:58
Herdy26,"Dari beberapa Aplikasi Vpn Yg pernah Saya Install.. Ini Vpn Yang Paling Sangat Terburuk.. Sampe "" Susah connect..",1,2023-02-03 04:45:48
Fikrienz,Kalo login jangan dibawa ke website nya bodoh . Gaada orang yang bisa login di aplikasi nya . Saya sudah login di websitenya tapi di aplikasi nya belum . Kalau tidak di perbaiki berarti kamu tolol .,1,2023-04-19 09:41:06
Dwi Febrianto,"Dulu jadi vpn dewa, ulasan bagus dimana2 Sekarang jadi vpn sampah, udh beli yang Premium tp gk bisa connect, developer nya gimana nih",1,2021-05-18 20:37:20
Willy Ciamis,Setelah sy coba ternyata vpn ini gk ada gratisannya. Semua harus bayar alias premium,1,2023-04-17 19:55:54
Mr Shaders Official,Cukup bagus untuk game bola saya ini tapi kurang kuat sinyal nya sedikit sih cuma :) Ye liat bawah wkwkwkkw,4,2022-04-12 11:20:13
Pengguna Google,Vpn bagus tetapi sangat susah terhubung. Bisa berjam jam. Mohon untuk diperbaiki.,2,2020-02-04 09:00:55
Jesharela,Buat pihak NordVPN tolong yha saya sudah berlangganan APK ini dengan membayar uang yang banyak namun mau menyambungkan ke VPN aja susah banget tolong dong di perbaiki,1,2020-11-09 21:29:48
zifa fatima,Lama connectnya udah install ulang berkali kali padahal aku premium tolong ya ditingkatkan kualitasnya segera,3,2021-02-05 11:51:45
Reyfaskah,"Mohon maaf saya sudah membeli kenapa conect nya lama dan gagal conect ?? Tolong dong, kan sudah keluar duit nih, kalau gratis ya kita maklumkan.",3,2020-08-23 15:17:48
Aldous Gameplay,"Ampas,Lama Banget Connectnya,Udah Gak Recomended.. Ganti aja ke Express VPN, Kadang juga harus login ulang,kan Tai nih APK",1,2020-06-19 00:03:11
Premus 22,"Connectnya susah bener, udah di ganti2 settingan vpn protocol ttap aja susah.",2,2020-08-24 08:51:55
Melivis,"Aplikasi Ini Sangat membantu , bisa mempercepat koneksi ketika lagi Down",5,2021-02-11 14:46:21
Jagermeister,"Apk sampah, jangan ada yg download,,, semua akses ke negara mana pun ga bisa, harus bayar dlu, trial pun harus ada saldo dlu",1,2020-11-18 09:33:25
Steven Antony,Vpn terbaik yang pernah aku pakai. Kecepatannya sangat cepat dan privasi sangat terjaga. Terus hadirkan inovasi tebaru dan selalu menjaga privasi NordVPN 👍,5,2020-09-19 18:01:27
Pengguna Google,"Mantap bet dah nih aplikasi, tp masalahnya connect ny itu lama kadang gagal.",5,2019-12-28 05:56:47
kis Wanto,"Trial nya auto perpanjang, bahaya bagi yang memakai credit card. Auto un install",1,2022-03-22 02:58:07
yazin ismael,Aplikasinya bagus banget😘😘😘😘 Sebelum aku pake apk ini aku main ml pingnya pasti 120 tapi semenjak aku pake apk ini pingnya jadi 60😘😘 pokoknya aplikasi ini josssss mantap😘😍,5,2020-11-13 03:57:26
Getteng Setma,"Yang susah connect itu beli akun premium bodong sama orang dapatan telegram, kalau real asli langganan aman aman aja",5,2023-01-04 12:59:08
Pengguna Google,"Kebanyakan lag nya saat main game gimana ini, gak puas udah aplikasinya harus bayar tapi masih lag",1,2020-03-21 22:33:08
Calon Sobat,"Mohon bantuannya, kenapa selesai update saya tidak bisa login pada apk ini dan saya tidak bisa menggunakan nya mohon bantuannya??.",1,2020-12-06 09:30:20
Pengguna Google,Terimakasih memberikan layanan vpn yang aman. Tpi maaaf tdk berlangganan karna alasan biaya harus per tahun,5,2019-05-25 18:10:03
White Pen,lemott. Kadang connectnya lama banget. Sinyal jadi kayak keganngu gitu,2,2021-02-01 12:00:06
Indra,"saya mencobak konek ke server thailand tapi tetap tidak bisa, ini sudah terjadi dari dulu, tetapi tidak pernah diperbaiki",2,2020-09-21 06:51:53
Pengguna Google,Aplikasi terbaik didunia. Meskipun belum mencobanya dikarenakan harus bayar kalau mencoba trial nya. Hahahaha.,1,2019-07-25 21:59:39
Santoso,"Servernya kadang bisa konek kadang kaga, klo di pc kena failed verification mulu padahal tadinya bisa",1,2020-08-15 20:57:20
Thomas Slebew,Aplikasi VPNnya gak jelas di suruh Login Tapi Gak Muncul apa apa jadinya gak bisa login,1,2022-09-18 15:00:17
Uzumaki Boruto,Mau ganti protocol ke mau ganti kartu sim ke tetap susah terhubung sekalinya terhubung lemotnya minta ampun,1,2023-03-11 02:54:59
Muhammad Rohib,Jangan beli akun di itemku. Beli akun di aplikasinya langsung. Tolong berlangganan di aplikasinya langsung ya teman teman,5,2023-01-25 20:34:53
Pengguna Google,"Koneksinya cepat dan bagus, tapi hanya mendapatkan 7 hari gratis, setelah itu berbayar",4,2020-04-19 20:00:37
Pengguna Google,Susah koneknya sekarang.. trus gak bisa di android tv... tapi klo di hp lancar2...,4,2020-03-25 08:26:58
Pramudika Ulfans,"Recommended lah, klo buat speed nya, beda pastinya sama vpn yang free",5,2020-08-21 09:16:39
RBA 7737,"Awal trial 7d sinyal stabil, setelah keluar uang gak bisa connect",1,2020-09-13 10:00:38
Hendrikus Suyatno,"Sudah Paket 3 Bulan, hasilnya buruks ekali susah terhubung ke server, tidak direkomendasikan buang2 uang..",1,2020-06-01 12:56:51
36Zaqif rafli Saputra,"Kostumer service nya cepat tanggap, bagus langsung bisa pakai, mantap lah",5,2020-08-31 22:50:15
Frambouse Bos,Sangat memuaskan dengan vpn gratis super cepat selama lamanya,5,2022-07-18 20:21:02
Pengguna Google,NOT RECOMENDED!! perasaan udah ku Uninstal lama ya tapi masih dapet email suruh bayar langganan. ANEH!,1,2019-06-03 14:29:16
Pengguna Google,App VPN mobile tercepat dan paling aman diantara app vpn mobile lain. Fitur Premium yang terbaik. Awesome 👍,5,2019-09-07 20:30:50
Riza Alfiansyah,"Saya baru nyoba trialnya, untuk opsi saya jarang pakai lumayan aga mahal saya tidak bisa menjangkaunya",2,2022-08-26 22:15:45
Amex Ch.,"Susah buat login akun, tolong segera diperbaiki, pada saat akan login ke akun terjadi error",1,2021-02-09 15:30:22
Nekolah Gaming,Sayang banget buat server Indonesia gk ada khusus Netflix semoga suatu saat ada buat server Indonesia:(,4,2020-06-20 23:58:24
Sofyan Alamsyah,NordVPN Aplikasinya Sangat membantu mudah d fahami dan memuaskan jaringan stabil..,5,2022-11-14 20:36:15
Daniel Chrisnanda,"Aplikasi sampah,udah login ga bisa konek malah ke log out sendiri 🖕👎",1,2020-11-03 15:35:18
Xiao Di TANGGO,"Aplikasi tidak jelas, sudah langganan di suruh subcribe tidak jelas, sudah bayar di persulit",1,2023-03-13 08:47:52
Yande Putra,"Bagus, cuma kadang ada beberapa web yang ngga bisa kebuka kalau vpn diaktifkan",4,2020-08-20 16:27:18
andre simponi,Halo admin. Saya sudah renew account saya dan kartu kredit sudah terpotong sesuai biaya langganan tiap bulan. Tapi kenapa account saya tidak aktif?,2,2020-12-23 23:36:30
Nina Zahidah,Susah banget di down loadnya Kenapa di xiaomi not 3 susah di download. Gabisa bisa...apk ini ga suport di mi not 3,1,2021-02-24 21:49:16
Ridho Pratama,Gini ya dev gua nyoba seminggu kan . terus kenapa mentang² saldo dana gua cukup buat beli prem ya ga langsung nyedot gtu jg kali untuk fitur otomatis nya ilangin ya tolong 180 k gua ilang,1,2022-07-10 09:49:53
Daniel Pedrosa,VPN Ini Sangat Bagus Karena Bisa Mempercepat Jaringan Dan Server Favorit Ku Adalah P2P Walau Pun Harus Beli Premium Tapi Berguna,5,2021-04-29 14:47:19
Gantika Prama,"Saya langganan 1 bulan dan uang kepotong, tapi ada tulisan gagal. Dan masih ada tulisan subcription is inactive Tapi uang kepotong. Pengembalian dana di google ga bisa. Saya ingin uang saya kembali",1,2020-11-08 03:37:18
M.A.O,"Vpn terbaik menurut saya, tapi terkadang sangat lama untuk bisa connect ke server",3,2020-09-24 01:13:49
Muh Zaky R.C,Aplikasinya Sering Nga bisa connect!!! Padahal kan udah bayar premium,1,2020-06-26 18:35:44
227_ M. Zihad Azziqra,Aplikasi kayak tai... Kalau gk bisa connect ya gk ada gunanya goblok...,1,2020-10-30 13:21:25
Hendra Hendro,"Bintang 3 aja dulu karena belum paham, apa fungsi dari aplikasi ini ?. Mungkin ada yg bisa kasi penjelasan yang singkat dan mudah di pahami .",3,2021-02-15 14:55:29
Pengguna Google,"VPN BERBAYAR MAU KONEK SERVER AJA GAK BISA, MENDING DI HAPUS AJA DARI PLAYSTORE, SUDAH BAYAR GAK BISA DI PAKE JANJCOK2 VPN ABAL2 BERKEDOK VPN PREMIUM",1,2019-05-14 04:44:31
YOG Kreator Movie,Sblumnya saya beri bintang 5 tpi udah seminggu ini mau connect aja susah gak bisa tolong diperbaiki aplikasinya,2,2022-11-13 15:42:39
Miyang Maning,Ini knapa kok saya bsa nginstall ya ? Pake hp xiaomi redmi note 2. Tolong balas min klo udh bsa download baru bintang ane tambahin lgi,1,2021-06-05 17:13:01
Rio Tri Artian,"Tidak bisa tersambung. Saya menyesal upgrade ke premium, tidak bisa dipakai",1,2021-06-15 21:44:39
Candra Yuda Wardaya,"Disarankan menggunakan AtlasVPN, murah dan koneksinya bagus, dibanding NordVPN connecting nya lama, koneksinya cacat, jangan keluarkan uang lebih untuk NordVPN",1,2021-01-23 14:07:26
