userName,content,score,at
bogdan ivkovic,"Hey, could you give an accurate description of what your update did, you p.o.s devs? Cause it definitely didn't optimize connection speeds. What it did do, is I have twice as many ads now than before. And the speeds have been crippled. Used to get 400kb/s on average. Now I'm lucky to even get above bytes of speed. Good job, m/o/r/o/n/s!",2,2023-11-30 04:34:23
Benoit Elias-Roberge,"Recent update adds music that plays constantly while the app is open, so if you want to use the VPN there will be music playing in the background",1,2024-01-21 04:47:27
Jim Jam,Have just moved to a different VPN as I used to effortlessly connect to all apps. Now it doesn't work on some had been paying subscription hence why its getting 3 star.,3,2024-02-23 15:18:07
Jeffrey “DrBlues” Daso,"Works well so far, but they're kinda pushy with annoying pop-up ads and trying to get you to rate them 5 stars before you are reasonably able to judge the app's performance enough to give an honest rating.",4,2024-02-21 17:46:35
Dale The Pikachu,"Everyone online is entitled to remain anonymous. The ads are a small price to pay. However sometimes I cant exit the ads even after watching them for several minutes, having to kill the process and restart it, sometimes quite a lot. But in the end I'm happy with it. EDIT AFTER RESPONSE: Thanks for replying to me ^~^ *hugs and lowers meh ears* I'm not being rude but you forgot the message that the ads are not closing unless I kill the CPU process manually, bug? I adore your app, a free vpn.",4,2023-10-18 09:22:23
Lax Eveloper,"I have been using this app for a long time. Earlier it had a slow speed, but now it is much improved and I like it. The speed it good and the UI is simple. One of the best VPNs in free category.",5,2024-01-24 20:01:36
Herilanto Tsitohaina Rasamoelina Andriamanantsoa,"I'm not against ads but in this app, ads appear on critical moment, and are unskippable, after 1h of a war with ads, i uninstalled",1,2024-03-21 20:04:08
Christian Beroña,"This worked exceptionally well before but all of a sudden does not connect and always says ""Busy try again"" or something like that, and before you tell me to clear cache already did",1,2024-03-11 12:11:01
Kriti Raj,"I found that this is a very usefull app. Also try to download Google Gemini Apk, but due to security reasons it only launch in usa now. But you can try Gemni apk in your mobile phone and desktops with the help of turbo VPN. This is really amazing experience for all AI Tools users.",5,2024-02-10 18:50:32
merlin mage,Used to work on this website but not anymore i tried others same deal they detect the vpn and cant bypass region block. Yea i tried all protocols theyre not working always worked flawlessly before.,2,2024-02-27 08:46:58
Khushal Ingle,This is Vpn very good using for the cab cut editing software and but but 6 and 7 p.m. VPN do not connecting on my mobile but is is Vpn very good,2,2024-03-20 20:52:32
Jesse,"Hello Turbo developers this is for you: I keep getting asked to give 5 stars. I've always given this app 5 stars 3 times. Please. Stop. Oh, and guys, all you Google-nauts out there, try to acquire the yearly subscription, because it's really worth it.",5,2024-01-11 04:00:17
Robert “HANDSOME WARRIOR” Padilla,"Iv been using TURBO VPN for about a week now, trying out the free premium trial. I have never used a VPN before but for the first time, I needed to get into a site that was literally blocked by the USA Government. So I researched and narrowed it down to 3 and I downloaded this one first. I am extremely happy with this app. It has done everything it says it does. I will be buying a plan after the trial period and keeping this app for awhile.",5,2023-12-27 15:32:02
Kevin Younger,"Works great! Since it's free with some ads, I have only had 1 add every time I open the app and 1 app when I go to refresh my VPN location. Keep up the great work. Plus you have the opption to upgrade to premium which I am considering. Have a great day.",5,2024-01-04 23:39:26
Sudeva Kiran,"It's good one. After few days not working properly, again I had to install it then started working properly. Let's see how long it works till, I'll come again to update my remarks later on.",4,2024-01-23 00:42:22
N H,Looks good so far. Why cant it automatically find the fastest server itself?? I keep getting a notification to click buttons to fjnd the faster server! Grr,4,2024-03-20 14:25:34
Alex Ry,No connection at all. Now became completely trash app. 10 times to connect and the still fail? Why? Good thing I did cancel my paid version,1,2024-03-20 02:06:24
Nikhil Jagtap,I'm Using this App From Last 3 Years.. But from Last 10 Days it Not Working Properly & Smoothly Videos Take Too Much Time Run.. Connection Disconnect in Midway/Very Soon. I'm Very Much Disappointed..,2,2024-03-09 12:43:37
Ali Seyedabadi,Excellent performance on Wi-Fi connections but almost poor on mobile data. Keep up the good work.,5,2024-02-28 06:17:46
Cesar Junior,"Amazing App👍😁😘😆😂🤣😁Keep the good work. The very useful tool / App today. Help me a lot with my stuff or app or working things. Thankyou for being exist and continue developing the app. You're the man Devs. 🙇😂😄🤣😆🙇🙏👍😁😁 Keep the good work. Oh and if there is something to say for improvement is speed connection and data security and connection security. So it won't be open/ breached easily, on the other hand, it all save and clear. That's all from me, thankyou & have a nice day. 😁",5,2024-01-27 13:04:05
Jason Song,Can anyone really connect to a server use this? I have a couple of VPN apps and this is the only one that I can't seem to get connected most of the time. How come it has 4.6 stars?,1,2024-03-14 18:18:38
Maryam Arain,It's a good app. I'm happy😊 with this app. it's use very easy and helpful . I'm downloaded many videos and movies🎥. It's provided good connection . One is the best thing in this app it's free 🎉🥳.,5,2024-02-23 21:16:13
Aztec,Better then nord vpn etc so far. Payed for premium very happy. Edit. Subscription shows ends in June but its asking me to renew now and won't connect,1,2024-02-27 23:11:33
Braydon Hughes,Good speeds and free version ads are not a deal breaker. Premium option pricing is fair.,5,2024-03-02 23:07:00
Minal Gupta,Quick and seamless. Usually other vpn get disconnected inbetween but turbo VPN is always connected and gets the work done.,5,2024-03-03 12:15:08
Thunder Foot,Doesn't stay connected for more than 5mins at a time. Have to restart app every time. And then be forced to watch another advert....,1,2024-02-26 13:02:16
Antoine,"Very bad vpn and the customer service doesn't help you to solve the connection issues, they keep repeating the same steps over and over again",1,2024-03-16 02:39:52
Joshi,Excellent experience. You can also choose your preferred location. Great...must try high speed...,5,2024-03-05 02:12:25
Imli J,It sucked at first. But from the second week its showing really good performance. Keep up the good work.,5,2024-03-17 12:19:10
Dp Rockzzz,Excellent App designed to use very normally and easy to open and works faster in many multiple nrletworking servers...highly rated and amazing ... so user friendly VPN..NO MONEY NEEDED,5,2024-03-14 16:40:53
Jose Hernandez,"One of the top vpns out there being also one of the oldest. Stable, and fast even for bring free. Thanks turbo VPN!",5,2024-03-11 05:34:46
Dewi Rama,"Sometimes the connection is super fast, sometimes not.. In my place, if you wanna use it then go at morning until late noon",5,2024-03-19 16:51:06
Dario Cubrilo,"Absolute trash. Low life tricks. Aggressive advertising. Please geve me more ads ! Although I paid for ""Premium"" You are the best. You wanted your review so bad... here you go.",1,2024-02-28 07:27:23
Naman Singh,"I appreciate Turbo VPN's commitment to user privacy by collecting only anonymous data, ensuring a secure and private browsing experience. The transparency in logging practices reflects the app makers' dedication to maintaining user trust while delivering reliable VPN services. Thus, I am giving 5 stars you deserve it !",5,2024-03-06 19:45:34
Maurice van der Meulen,Thanks for inviting me to the extra speed server. Best VPN with 7 days free trial I've had in a long time.,5,2024-03-16 20:11:15
Grass Icecream,it's works ok for now but it does disconnect me alot and says something is wrong call customer service but restart the app and it will work fine for a bit IDK!! it is what it is I guess !!!,5,2024-01-07 17:20:22
Devayani Devayani,It was awesome! The downloading get faster as i wish. Solved download stuckking problems and it is easy to use.,5,2024-03-05 22:04:22
Murugamoorthy Paranthagan,"Great 👍, Free version working well but advertisement is there's because They need income to maintain,,,,, I suggest to all to enjoy 😉",5,2024-03-18 10:45:37
Mary Glyn Arao-Arao,"I just subscribed to this and i would say this app is USELESS, total waste of money. I already got a subscription yet i can't use it because it always say Connection Failed. Save your time, money and effort by staying away from this app",1,2024-01-15 03:38:05
Elizabeth Ayas,"This was showing a 7-day free trial but as I clicked it, it immediately took Php590 off of my balance. They never refunded me. It devastated me because I am a student and in deep need of money. 😞 I never used VPN after that so the money just went to waste. I hope you can refund me please.",1,2024-01-24 14:17:21
Huskyking 420,Aside from the ads this is an amazing vpn I don't much care for the constent hey upgrade to this price stuff if then can be switched to a don't bother me again I'd say it be the best vpn on the market,5,2024-03-06 07:35:10
Ягуб Юсубов,"!!!DISCLAIMER!!! BE AWARE OF MALWARE/SPY ADDS ADS ON THIS VPN ARE TARGETED TO STILL YOUR IDENTITY, TAKEOVER OF YOUR MOBILE PHONE AND SCREEN SHARE. IF NOT SPYWARE ADS WHICH ARE SPYWARE AND OPENING POPUP TABS IN OUR BROWSER , TURBO VPN would get 5 stars If you want your mobile device content sold oj Dark Web keep using it :)",1,2024-01-11 07:34:36
Jim Keighley,"The ads while using it free are annoying, but that is to be expected. Other than that, this app is awesome. The paid version is worth it.",5,2024-02-05 03:18:13
Robert,It doesn't actually work. This is a scam. I used IP address detection sites and software and it was still showing my base location. Find another app.,1,2024-01-08 16:17:38
Caleb Ulster,"Pretty average speeds for something that's free, I highly recommend, there are a few ads here and there, but it's manageable, pretty decent app",5,2024-02-07 12:47:33
mohammad shoaib,"Very good app, but now I purchased app connection are slow , automatically disconnect call. I hope in future best service provided better connectivity.",3,2024-01-13 00:49:49
Bhanu Bohra,"Quite a few ads, limited free servers, but my reason for giving it 5stars is, the servers which are freely available work really well which is more than u could say for majority of vpn's out there. So there u have it, one of alright free vpn's.",5,2024-01-13 01:48:16
akshat jain,Very nice app..but sometimes gets out of server...and also time and data is also bounded for specific period of time...I think it should be taken care of....for continuous usage of user for free,5,2024-01-06 10:31:37
Ron Wilder,"Very solid service. Only an occasional slowing, which is generally resolved by selecting a different location",4,2024-01-23 05:58:48
Ruly Hariman Simangunsong,I have been used this app for few months. It just simply work at it best. Wish the ads were removed if possible. Thank you.,5,2024-02-11 22:24:05
Joseph Ahmed,"The best VPN solution ever. It works every time, everywhere. It even works great in middle eastern countries. The connection is smooth without buffering and fast.",5,2024-01-15 07:45:59
Oscar Ndombi Wawire,"I love it. It is fast, reliable, and more locations . If only the developer could assure me how I could get kenyan Ip location to watch home programs, I would feel obligated to buy a subscription and give all 5 stars. Thanks anyway.",4,2024-01-07 11:54:55
Syed Nabeel Hashmi,It's very good vpn with many different locations and easy to use. It gives good time even in free mode . Don't issue of ads,5,2024-01-22 00:13:07
Shehzad Abbasi,"I have a good experience of Turbo VPN, working properly, speedy, however there is a lot of ads, which irritate often times.",4,2024-02-04 13:12:19
Todd Piechowski,Too many ads and deceptive sign up and billing process In regards to the reply- I got automatically upgraded and even the updated plan had long ads that you can barely close because the x is obscured.,1,2024-01-18 18:48:58
Madhavi Karjatkar,Good VPN speed is good connection is good but the problem is some times while using VPN gets disconnected if this problem would have not been there then I would have given this VPN 5 star rating.,3,2024-02-14 11:42:54
MORE UNTITLED,Best free VPN out there I could access various Netflix shows and yt videos that are only available in places like Asian countries and europian countries. Go for it,5,2024-01-13 19:34:45
Ram75,"•This app is really fast as light💡 •This app works really good 👍 •This is the best app for vpn 😄 •But advertisements are annoying,When I enter in the application it shows me ad,when it finds server it shows me ad,Every time it shows me ads that's why I gave this app only 3 stars.",3,2024-01-28 22:19:15
Zoey Sercombe,This has never failed to give me a VPN and it's just so fast at working and once you get with the program it's so amazing.,5,2024-02-15 19:03:10
Khalid,It's great app with fast speed and everything but the only problem i have is speed test pop up so you have to close it before ending the session,4,2024-01-26 19:41:43
Natalie Cook,"What the hell is wrong with this app? Whenever i keep changing the location it keeps going slow and i inevitable have to change the location again, its really annoying.",3,2024-01-08 19:39:25
Anierrudh S,"Never worked. Had to uninstall. Even after I turned on vpn, the location exactly pinpointed my wifi and internet location picked up from my ip.",1,2024-02-06 16:22:52
Primoz JUNEZ,"The slowest speed I've experienced with any VPN service. Went though all servers, barely reaching 1Mbps. Don't bother downloading",1,2024-02-02 14:15:08
TheGames Of Ale,"One of the best VPN that it's even for free, so if you are trying to find a free VPN, Turbo VPN is the best choice that you can do.",5,2024-02-12 00:13:24
Amberleigh Patton,It works amazingly! There's pop ups but it works great to connect to vpns especially for netflix.,5,2024-02-23 00:37:39
manasa samzach,This app is good. The connection of the servers are also good I prefer this VPN app and not any other. Only it's Ads are irritating but it's good than all other VPN. This is why I will give it a Five star rating 😊.,5,2024-01-28 19:54:13
Clarence “Bear” Barnes,Aight look. This mofo work. And is free. Now I will say it tricked me into thinking it was paid. So when you down load it. And open it up. You will see a prompt to pay for subscription. It's purely voluntary. Look for the almost impossible to see X. Too left or right. Click to connect and bam. Add always on and enjoy my boy or girl or other. I'm in Florida. Wait I'm in Amsterdam.💯,5,2024-01-26 05:54:38
Shazia's Spices,Hmmmm 🤔 the vpn is so good for use but not that much because for using every country or city we have to buy the premium but on 2nd side the quick vpn is giving so nice experience but some it glitches so I have suggestions for you free every country vpn so that everyone will use also ahm ok thanks.,1,2024-01-06 19:04:09
Bora,"Its a good vpn for free and although the speeds may be slow or the ads might be annoying, thats to be expected as its compleatly free",5,2024-01-13 04:51:54
Yusuf Ssemilore,"It has been fun, the reason I an not giving the last star is cuz you should add Peoria Illinois to the free VPN we can get , it not even in the premium feature please 8 really need it on this software",4,2024-02-04 12:53:58
sai kumar,"Recently updated with new version, then onwards continues background music playing.. it's not comfortable while using the app",3,2024-01-31 20:48:36
Range Rally,This is actually good. Even the ads in the free version won't bother you too much. This might be on of the best mobile vlms I've used,5,2024-01-15 15:53:08
Michael Hay,"Got it 3 years ago. It worked fine. This year it is confusing, not clear what's free vs what is premium, what has ads vs what's ad-free",4,2024-01-21 13:12:07
Catalina Barros Miralles,I upgraded it and still I have adds and also there is a music that sounds in the back and is driving me crazy . I PAY FOR NOTHING,1,2024-01-30 22:45:05
Rana Sandhu,This App help to me extremely because I live in an area which have slow internet. But by using this VPN I can use internet at normal speed I am very happy. Hats off to your work 👏.,5,2024-02-10 20:32:48
mo salim,"Very good and ads are ok , but sometimes there are ads that play in background with audio and doesn't stop",4,2024-02-06 00:16:10
Zameer Ahmed,"Not working whenever I try to connect. Updated the app and tried again plentiful times, but same result. Pathetic!!",1,2024-01-29 20:16:38
AJAY KUMAR,Very good vpn . Some times it dosent work when when you'll connect it twice then it will work . Allover beat vpn for Android and windows,5,2024-02-03 20:42:31
Jah Guide,"Done the free trial, wasn't good so cancelled it but got charged instantly even though the app was installed for only 10 minutes. Google refused to refund",1,2024-02-03 20:05:16
Taksh Paul,"Best VPN for crunchyroll and any other streaming app , the only problem is that it lags a lot when I open Crunchyroll and turbo at the same time",4,2024-02-08 12:32:59
Abhijeet Rajwar,It works nice for long that time when I use but now a day it shows connection failed I hopefully sove the problem. Thank you.,3,2024-01-25 18:05:56
Munachiso N.,"Overall a good VPN but the free version gets slower if you overuse it, so you might have to pay to upgrade or wait a while",4,2024-02-25 22:28:06
Samuel Gunasekharan,Exceptional experience. One can really enjoy the audio video without any hindrances,5,2024-03-11 19:35:15
Steve Lin,Fast connection. Does connect fast like a rabbit. Impressive and it is free except you have to watch ads more than I like,5,2024-02-06 19:48:42
anubhav tiwari,"I had been using this app from last 5 years but due to my recent experience, now i have to look for other options. The reason being is the lack of accessibility, the websites that were easily accessible after using this VPN are not opening anymore. I have tried changing to different servers within the app but nothing seems to work. I hope they fix it in the upcoming future.",1,2023-12-19 18:27:33
Darren Holleywell,"A reasonable VPN although had some connectivity issues that I never had with Nord VPN. Doesn't feel quite as slick, and interface is a little clunky, it would be nice to have the ability to turn vpn on/off through notification or widget etc. Once connected it does its job well.",4,2023-11-08 21:28:52
anggi lubis,"I've been premium users for over two years. It was all good until the past year. I changed my phone to Galaxy Note 22 and started to miss notifications everytime my VPN was on. WhatsApp messages aren't sent and calls can't get through, I only knew there were calls from the delayed notifications when I turned the vpn off. These days I can't even browse stuff. Additional info: I previously used the app with Huawei Mate 20, just ran a test with the old phone and it went smooth. Wonder what's wrong?",3,2023-12-23 23:57:35
Nawaz Ahmed,"I wish there is an option not to give even one star. 1. You take gold subscription, the app keeps recommending you to upgrade to platinum. 2. Most of the time, the app list all the servers as full 3. It doesn't work in countries like Saudi, when contacted they say KSA has stringent policies. Althought I don't understand for what reason anyone use VPN other than this.! 4. Pathetic customer service. They always close the ticket without resolution. 5. No refund. Better go for other VPN.",1,2023-12-17 17:13:21
Tamara Laws (Harleyque0420),I deleted the app because I didn't want to keep my subscription after the trial however I just had money taken out of my account for the service instead of the trial ending and it took the last few dollars I had left to buy a few groceries to last me through the week. I need to speak to a csr ASAP about this and have the charges reversed as I have redownloaded the app JUST to cancel the subscription since it didn't cancel initially like I had asked for it to be when deleting the first time.,1,2023-12-22 17:40:31
Devarghya Ghosh,It's a great app to use and able to connect to most of the powerful servers but recently from a couple of weeks I'm not able to use my vpn in my editing apps it's connected to premium servers also but it's showing the same thing I wish this issue won't cause a lot of trouble if you help me ..thank you,3,2023-11-15 02:06:38
Rōmānus Mercēnārius,the only vpn that doesnt jam 1000k ads in your face while at the same time being able to work really well. To be honest this probably the only vpn i use anymore. it jud works,5,2024-01-18 20:08:02
Kira Della_Solganik,The only minus is that sometimes you need to manually choose another server if the rabbit can't find the server automatically. But except for that it's perfect 100% and easy to use. Best one for the phone.,5,2023-10-27 17:48:31
dragontamer6621,I just started using this and it is amazing not only it's free it really does work like any other VPN. I am very tired of finding VPNs that cost a whole lot of money but for this app it most likely fill all of my expectations thank you for creating an VPN that's very awsome to use. if there are problems I'll list it. Edit There is nothing you can do to make this app better it's already the best VPN I could ever use!!.,5,2023-12-05 20:14:56
Tamour Qaiser,"Pathetic experience, It never gives you the option to connect to your wished server, it always gives you random server. Second they say you can leave whenever you want, but when you pay, they only give you the option to upgrade, but don't show you the option to leave. Now I have paid and I don't like service at all, but I'm unable to leave. They tell you trial, but they are reluctant to pay your money back to you. Even in 14 minutes of cancellation.",1,2023-12-14 06:19:16
Dark Knight,Very good it works well..... Al is good I recommend u to have it..... I use it for cap cut as it is showing internet problems..... This Vpn fixes it 🔥🔥,5,2024-03-10 02:36:07
Neemi Tiwari,"Turbo VPN is an excellent companion to live with when in countries that doesn't allow any of the widely used apps such as Google, WhatsApp and more. It works fine with firewall and supports all apps/ services. Excellent server",5,2023-10-15 17:03:35
Why Not,An amazing app for free features. And is working great for my needs. Thinking of upgrading soon. Thank you for doing such a good job,5,2024-03-17 13:36:45
Kavitha Nagaraju,Good I recommend you to use it for capcut and other applications which need vpn ....it works soo fast . I can rapidly complete my projects one by one in just a day ....satisfied with application 👍,5,2024-01-31 20:19:11
Anna Venus,as someone who is using VPN like 80 percent of the time I highly recommend this. It's really fast and doesn't disconnect randomly by itself( which happens a lot even with good vpns).,5,2024-01-09 16:27:48
Vadie TE,Cant' open some of my app which are very important but with the help of this Turbo VPN evrything goes back to normal. Grateful for this app.,5,2024-03-03 02:39:22
Jarado Nine,Is good. had a problem before with payment system take money from Google and the app. But it did get refunded eventually.,5,2024-01-29 16:00:08
Eric Rupia,"Good fast vpn app. However it's very expensive, I recommend price it below US $5 a month and it will be awesome.",4,2024-01-11 14:21:11
Shanmathy Ashvin,Its good but the cost us very high.. couldn't afford 1k per month.. for indians the cost has to be reduced for pro version.,5,2024-01-14 03:06:39
Giacomo Foppoli,I tried using this vpn to stream from a specific country and the app recognised that I was not there. However Nord VPN it works fine.,1,2024-01-11 04:32:36
Pal Lhouvum,"Easy to navigate, only issue is there are too many ads. Other than that, this vpn is good.",4,2024-01-27 02:44:29
VINAY Thakur,"It is to good to connect the other server because it's used for an browser,games,etc.it is to good and working it is take some time but it is work good and connect to other server, 🙏👍",5,2024-01-31 00:00:32
Ambuj Jaudon,I am using this app for more than 2 year. And I can happily say that it is the best app for anyone who want to use VPN. It genuinely gives access to services for free users too. I hadn't bought the paid one yet but it's works completely fine you just need to watch a video add and you are ready to go...... Hats off for the Developers.....🥳🥳,5,2023-10-01 12:52:27
Joel Job,"It's a good app it works very well, but sometimes the network is not strong enough to browse fast.",2,2024-02-14 14:40:01
Elias,"I have been using this VPN a couple times, and I have had No issues with the app other than there being alot of ads (it feels like there is an ad after every click). Talking about ads.. I got an ad with literal pornography. A half visible image of a woman, and a video playing behind the image being porn..",3,2023-11-19 10:13:49
Dibakar Bhattacharya,Simple user interface. Connects quickly and offers quite good speed. Great to use!,5,2024-02-10 10:17:03
Cosmo Boy,This app works really well! Awesome job with it ...I rarely get ads and it keeps my data safe! What other app is better to use that is free?,5,2024-02-29 22:03:14
Ingef Toobor,"It was indeed the protocol that was the issue and after changing it, it's working just fine. Thank you!",5,2024-03-12 07:06:31
Danny K,"!! Beware fake FREE TRIAL !! Don't risk your money ! *Re your reply* : you say I used free trial before therefore can't use it again - but your app still offered 7 day trial. However, now that I've cancelled this free (unfree) trial the system says I'm not eligible for another free trial (as it should) Can't you see the clear error here ?? Either I never tried it before or the app should block me from free trial . You can't have it both ways - that's SCAMMING Not you refuse to talk to me",1,2023-11-22 16:28:53
PRASHANT GIRI,I have requested for refund since I cancelled my yearly subscription .Money is already deducted.I am not getting any response from customer care email id .Please fix the issue,1,2024-02-13 12:54:11
Ethan Joseph,The app work nice the connection is good but twice or one's it disconnects but still work nothing other than that.,5,2024-02-28 20:49:24
abdul shahnawaz Khan,"Very slow speed and toooo many ads, guys steer away from it and try other good ones like secure VPN..",1,2024-01-11 22:26:29
Sadik Sarkar,"Using experience, it's a good free model that does not have many IP addresses.",4,2024-03-21 20:42:38
Essa Khan,"This is the best app I have been using for a year But now there is a problem, when you open the app, it automatically backs up Thanks for the guide 🙏",5,2024-02-27 09:53:09
Abdallah Shareef,I have had a good experience with. It doesn't have many disturbing ads and works well. Thanks,5,2024-02-19 19:47:15
Peter Cushinan,"The first time utilizing this app to live stream a concert, it worked wonderfully without any interruption.",5,2024-02-28 22:18:18
Aryan Yadav,very good app but there is one problem there are not many servers to choose from anyways 5 stars !!,5,2024-03-17 18:17:58
Meer umer farooq Meer,It's working smoothly and very easy to use I'm glad to use it I recommend to everyone use this VPN for every application no buffer for any app thank you turbo,5,2024-01-09 02:17:33
manav tyagi,A lit bit speed and the data found issue should be fixed added easily in it !,5,2024-03-08 00:21:17
Timoteo Crnković (Private),"Worst VPN ever, always connecting to one country, super low speed, bad latency, others countries even worse, or not working at all. Tried to get refund but these scammers refuse even though their service is useless to me.",1,2024-01-20 18:46:05
Toni Lastufka,I have given 4 stars because the app is most likely to be good.But the main problem is the Ad whenever I connect to VPN for example Spain or Canada it gives me an Ad and the VPN says I can have one hour free but in two minutes it disconnects.If you fix this problem I would recommend this app to everyone and give five stars.Thank you for reading this!,4,2023-10-18 23:59:04
Alexander Robertovich,"leaving this review at 1 star for the insane number of ads, and countdown timers before the ""x"" button shows up, which takes you to yet another countdown timer. this is too much, there is no way that you are getting good conversions on such invasive ads.",1,2023-10-25 17:36:48
Spy,"the connection is really, really slow Edit: forgot to change my review, the connection got better after I did that, thank you random support guy",5,2024-03-05 07:51:40
cashernsins89,"Been using it a few times,it's quite reliable, didn't mind the long ads for the service I'm getting,don't get to choose to wich server I want to connect wich is a paid option,that's understandable, so far it's a good app for what it's giving",5,2023-11-12 14:03:01
Bella Anderson,"What an amazing app this is and guess what friends it comes with zero ads, quickly download and get started with the best VPN server",5,2024-02-16 08:53:30
JW Hoffman,"So far it's working, speed seems to to well. No interference.",5,2024-02-15 16:15:30
Robert Walker,been using the app for awhile now. but the connection speed kept getting slower and slower. upgraded on the free trial hoping for a faster experience and I was wrong. cancelled subscription and won't use again.,1,2024-01-08 22:20:18
Debpratim sarkar,Rarely write reviews but this VPN is awesome for being free can connect really fast and has quite many options but free options are only restricted to USA servers and some other would be great if you include more options for free. Otherwise great app👍,4,2023-10-18 13:34:24
Joyjit Sarkar,Fantastic app. Very rare VPN apps provide such speedy downloads in free service. Keep up the good work 💯,5,2024-03-13 19:03:24
A Nas,I needed this app to order something from the US that wasn't letting me order it from a Canadian IP address and the app did what it was expected to do.,5,2024-03-12 23:10:46
Brenda “Bren”,"It's first day but heard many good things about this top notch Turbo VPN, looking forward to blazing safely & securely in my lane!",5,2024-02-14 03:59:36
Gloria Topno,If you're looking for a free VPN then you must try once it's not great but compare to other free VPN it's much better 😉,4,2024-02-28 22:22:08
Kinza Fakhar,Its quite easy to connect and use for free. good VPN for best Connections.,4,2024-03-23 15:36:48
Abhijit Das,ip address doesn't change even if using vpn. gets disconnected without any reason.,1,2024-03-19 18:31:19
Juliana N,2 min + commercials. That's too much. I understand needing commercials but 2+ min? No thank you. I've paid for the service in the past but didn't use it enough to justify the cost.,4,2024-01-01 03:33:20
Gary Beer,Doesn't work when logging onto uk whilst I'm in cyprus also I can not find how to unsubscribe on Google play store as described when downloading.,1,2024-01-14 17:54:31
Marya Magdalen,Super excellent signal for free in 7 days but after that you have to pay but it's ok coz its so cheap only good for 1 month 🥰🥰,5,2024-02-11 15:58:30
Fle,One of the best vpn out there use it for anything and it will work although some locations don't work at the start buy 10/10 vpn,5,2024-01-27 23:22:25
Awais Sandrana,"I think you meant VPN, which stands for virtual private network. A VPN is a service that protects your internet connection and privacy online by creating an encrypted tunnel for your data and hiding your IP address. A VPN can help you access blocked or censored websites, secure your device on public Wi-Fi, and surf anonymously. There are many VPN providers that offer different features and prices. Some of the most popular ones are NordVPN¹, Avira Phantom VPN², and Ex",5,2024-02-28 12:09:30
Fairah Kuntas,"Alhamdulillah 4 this app... Im hr in qatar and finally I call my family in Philippines had a good connection,, if I cannot use this app the network is so poor. Thank u VPN",5,2024-03-04 18:13:13
Mary wachuka,I had issues connecting to wassup calls... But since I downloaded Turbo VPN.... Am stress free 🥳🥳🥳🥳🥳very good app... I love it and thank it too🤩🤩🤩🤩🤩,5,2024-01-14 01:21:33
Hassan Mehrafza,"I paid for Turbo Gold 2 month ago , everything was good , but from one month ago I can't connect to any server spacily to US server . What should I do ??? Wait for your reply .",5,2024-02-05 18:05:49
Dhesigan Naicker,"Deceptive app! I was charged for accepting the 7-day free trial, not realizing that I had already used it in the past. My contention is that the app shouldn't present this offer again if it's been previously activated. Now, I'm stuck with a bill, and it appears the developers are indifferent. Why should they care when they've designed an app to siphon money from users?",1,2023-10-18 15:44:54
Danny boy,Great app but the ad goes on for to long. Same ad usually of a game I'll never download.,4,2024-02-13 21:37:45
Saksham,Best app ever used is mind-blowing quality and graphics and so smooth and so funny and so happiness come in my life for this app my mothe sleep in night my dad walk in day and etc this is a masterpiece app this app provide magical power and success,5,2024-03-16 20:45:07
Marie-len Nalupta,Easy to use connect easily great app I've been using these bpn in China also since 2015 and still good,5,2024-03-20 01:36:00
Waseemali_ 006,"This VPN is awesome But keep the VPN running Because your personal data can go to them As it asks for approval from your mobile itself Similarly, all your phone data goes to them.",5,2024-03-09 10:20:46
Sarita Pandey,It's so good to use I'm a YouTuber and I've been using this app since 3 months and it never let the aap show network issue,5,2024-03-13 20:27:11
SFINSPECTOR 2211,"Excellent! Plus, Always on function and split tunneling included free!",5,2024-01-22 08:21:04
Ziey Zugon,Literally the app that i was using crashed then the VPN is off and i doing it multiple times now its still Crashed the app and VPN off,1,2024-02-28 17:58:05
wongsakorn krobbang,The app or the website is not allowed to cancel the subscription by yourself. You need to live chat to the support only.,1,2024-02-16 16:27:26
Takudzwa Doreka,works like a charm! Does what it says it will without the extra drama that comes with some of these cash hungry apps bring.,5,2024-03-11 17:50:36
Anime Spoiler ;3,"it was good untile the past few days,there is no us server to join. I have done refreshed and stuff to see if it changes but no lick",1,2024-01-15 01:34:50
Scott Wisby,"Keeps playing audio in background, even if app is closed out, before and after ad play.",1,2024-01-21 15:00:02
Андрей Полтев (RoKotEyn),"Doesn't connect. ""Connection failed"". But doesn't fail to show intrusive ads.",1,2024-03-22 11:39:13
richie lapp,i been trying to get to a specific site for the last few min and i keep getting redirected telling me about their premium i havent got to use it yet,2,2024-02-28 11:32:31
Juice Hammond,Its good. Gives you a variety of servers from about 20 countries and it's really secure,4,2024-01-11 00:44:33
Seema Chand,"I,m not a regular user of this VPN, I just download it few minutes ago and Like the design and the colour my favourite colour ( ORANGE ) and the Rabbit 🐇🐰 too. | JAI SHREE RAM | 🙏🙏🙏🚩🚩🚩🔥🔥🔥🔥",5,2024-01-14 18:33:40
Brandon Lane,"Be careful with their auto-renew subscription. You need to contact their support team 3 days in advance of your auto-renew date in order to cancel the transaction. It shouldn't be that difficult to opt out of an auto-renew, and they wouldn't give a refund. Also no way to manage your payment info on their website.",1,2023-10-14 06:18:03
sirimal diganage,Actually received excelente service .when dificult time.also make connectivity .really appriciated the service provided by the company .this is highly recommended .,5,2024-01-31 16:45:14
